,CountyName,RecType,"Region-2
County-3
District-4",Type,School,FacilityName,Administrator,Address,City,Zip,Telephone,GradeServed,StRep,StSen,FedCong,Cat,NCES ID
1117,Stephenson,Sch,080891450,22.0,2004,Center Elem School,Danielle Summers,718 E Illinois St,Freeport,61032 5731,815232-0480,P-4,89.0,45.0,17.0,4.0,171590001897
1118,Stephenson,Sch,080891450,22.0,2005,Lincoln-Douglas Elementary School,Mr. Matt Bohrer,1700 W Laurel St,Freeport,61032 3511,815232-0370,P-4,89.0,45.0,17.0,4.0,171590001899
1119,Stephenson,Sch,080891450,22.0,2006,Empire Elem School,Ms. Alice Stech,1325 Empire St,Freeport,61032 6114,815232-0380,P-4,89.0,45.0,17.0,4.0,171590001900
1120,Stephenson,Sch,080891450,22.0,2012,Taylor Park Elem School,Mr. Brian Lamm,806 E Stephenson St,Freeport,61032 3434,815232-0390,P-4,89.0,45.0,17.0,4.0,171590001901
1121,Stephenson,Sch,080891450,22.0,2015,Carl Sandburg Middle Sch,Dr. Kathy Jenkins,1717 W Eby St,Freeport,61032 4644,815232-0340,5-8,89.0,45.0,17.0,4.0,171590001904
1122,Stephenson,Sch,080891450,22.0,2017,Jones Farrar Magnet School,Jennifer DeJong,1386 Kiwanis Dr,Freeport,61032 6908,815232-0610,K-4,89.0,45.0,17.0,4.0,171590001137
1123,Stephenson,Dist,080892000,26.0,0000,Pearl City CUSD 200,Mr. Tim Thill,PO Box 9,Pearl City,61062 0009,815443-2715,P-12,89.0,45.0,17.0,2.0,1731020
1124,Stephenson,Sch,080892000,26.0,0001,Pearl City High School,Mrs. Kelly Mandrell,PO Box 9,Pearl City,61062 0009,815443-2715,9-12,89.0,45.0,17.0,4.0,173102003227
1125,Stephenson,Sch,080892000,26.0,1001,Pearl City Jr High School,Mrs. Kelly Mandrell,PO Box 9,Pearl City,61062 0009,815443-2715,7-8,89.0,45.0,17.0,4.0,173102004791
1126,Stephenson,Sch,080892000,26.0,2001,Pearl City Elementary School,Mrs. Chris Wallace,PO Box 9,Pearl City,61062 0009,815443-2715,P-6,89.0,45.0,17.0,4.0,173102004790
1127,Stephenson,Dist,080892010,26.0,0000,Dakota CUSD 201,Mr. Robert Prusator,400 Campus Dr,Dakota,61018 9803,815449-2832,P-12,89.0,45.0,17.0,2.0,1711610
1128,Stephenson,Sch,080892010,26.0,0001,Dakota Jr Sr High School,Mr. Eric Rankin,300 Campus Dr,Dakota,61018 9802,815449-2812,7-12,89.0,45.0,17.0,4.0,171161001374
1129,Stephenson,Sch,080892010,26.0,2003,Dakota Elementary School,Mr. Jeff Milburn,400 Campus Dr,Dakota,61018 9803,815449-2852,P-6,89.0,45.0,17.0,4.0,171161001373
1130,Stephenson,Dist,080892020,26.0,0000,Lena Winslow CUSD 202,Dr. Thomas R Chiles,401 Fremont St,Lena,61048 8610,815369-3100,P-12,89.0,45.0,17.0,2.0,1722530
1131,Stephenson,Sch,080892020,26.0,0001,Lena-Winslow High School,Mr. Mark Kuehl,516 Fremont St,Lena,61048 8611,815369-3115,9-12,89.0,45.0,17.0,4.0,172253002510
1132,Stephenson,Sch,080892020,26.0,1002,Lena-Winslow Jr High School,Andrew Lobdell,517 Fremont St,Lena,61048 8610,815369-3114,6-8,89.0,45.0,17.0,4.0,172253002511
1133,Stephenson,Sch,080892020,26.0,2003,Lena Elem School,Mary Gerbode,401 Fremont St,Lena,61048 8610,815369-3113,P-5,89.0,45.0,17.0,4.0,172253002509
1134,Stephenson,Dist,080892030,26.0,0000,Orangeville CUSD 203,Dr. Douglas DeSchepper,201 S Orange St,Orangeville,61060 9720,815789-4289,P-12,89.0,45.0,17.0,2.0,1730060
1135,Stephenson,Sch,080892030,26.0,0001,Orangeville High School,Mr. Andrew Janecke,201 S Orange St,Orangeville,61060 9720,815789-4289,9-12,89.0,45.0,17.0,4.0,173006003113
1136,Stephenson,Sch,080892030,26.0,1001,Orangeville Jr High School,Mr. Andrew Janecke,201 S Orange St,Orangeville,61060 9720,815789-4289,6-8,89.0,45.0,17.0,4.0,173006003112
1137,Stephenson,Sch,080892030,26.0,2003,Orangeville Elem School,Dr. Douglas DeSchepper,310 S East St,Orangeville,61060 9231,815789-4613,P-5,89.0,45.0,17.0,4.0,173006004782
1138,Champaign,Dist,090100010,26.0,0000,Fisher CUSD 1,Ms. Barbara Thompson,801 S 5th St,Fisher,61843 9522,217897-6125,K-12,101.0,51.0,15.0,2.0,1715180
1139,Champaign,Sch,090100010,26.0,0001,Fisher Jr/Sr High School,Mr. Thomas Shallenberger,111 W Division St,Fisher,61843 9422,217897-1225,7-12,101.0,51.0,15.0,4.0,171518001837
1140,Champaign,Sch,090100010,26.0,2002,Fisher Grade School,Mr. James Moxley,801 S 5th St,Fisher,61843 9522,217897-1133,K-6,101.0,51.0,15.0,4.0,171518001836
1141,Champaign,Dist,090100030,26.0,0000,Mahomet-Seymour CUSD 3,Mr. Rick Johnston,PO Box 229,Mahomet,61853 0229,217586-4995,P-12,101.0,51.0,15.0,2.0,1724060
1142,Champaign,Sch,090100030,26.0,0001,Mahomet-Seymour High School,Mr. Shannon Cheek,PO Box 1098,Mahomet,61853 1098,217586-4962,9-12,101.0,51.0,15.0,4.0,172406002627
1143,Champaign,Sch,090100030,26.0,1002,Mahomet-Seymour Jr High School,Ms. Heather Landrus,PO Box 560,Mahomet,61853 0560,217586-4415,6-8,101.0,51.0,15.0,4.0,172406002628
1144,Champaign,Sch,090100030,26.0,2003,Lincoln Trail Elem School,Mr. Jeff Starwalt,PO Box 200,Mahomet,61853 0200,217586-2811,3-5,101.0,51.0,15.0,4.0,172406002626
1145,Champaign,Sch,090100030,26.0,2004,Sangamon Elem School,Mr. Mark Cabutti,PO Box 198,Mahomet,61853 0198,217586-4583,1-2,101.0,51.0,15.0,4.0,172406002629
1146,Champaign,Sch,090100030,26.0,2005,Middletown Prarie Elementary,Mrs. Carol Shallenberger,PO Box 229,Mahomet,61853 0229,217586-5833,"P,K",101.0,51.0,15.0,4.0,172406000683
1147,Champaign,Dist,090100040,26.0,0000,Champaign CUSD 4,Dr. Judy Wiegand,703 S New St,Champaign,61820 5818,217351-3838,P-12,103.0,52.0,13.0,2.0,1709420
1148,Champaign,Sch,090100040,26.0,0001,Centennial High School,Mr. Gregory Johnson,913 Crescent Dr,Champaign,61821 4243,217351-3954,9-12,103.0,52.0,13.0,4.0,170942000545
1149,Champaign,Sch,090100040,26.0,0002,Central High School,Mr. Joe Williams,610 W University Ave,Champaign,61820 3918,217351-3914,9-12,103.0,52.0,13.0,4.0,170942000546
1150,Champaign,Sch,090100040,26.0,1003,Edison Middle School,Ms. Angie Schoonover,306 W Green St,Champaign,61820 5007,217351-3771,6-8,103.0,52.0,13.0,4.0,170942000549
1151,Champaign,Sch,090100040,26.0,1005,Jefferson Middle School,Ms. Angelica Franklin,1115 Crescent Dr,Champaign,61821 4241,217351-3790,6-8,103.0,52.0,13.0,4.0,170942000550
1152,Champaign,Sch,090100040,26.0,1007,Franklin Middle School,Ms. Sara Sanders,817 N Harris Ave,Champaign,61820 2849,217351-3819,6-8,103.0,52.0,13.0,4.0,170942005407
1153,Champaign,Sch,090100040,26.0,2007,Bottenfield Elem School,Mr. Chris Gilbert,1801 S Prospect Ave,Champaign,61820 7007,217351-3807,K-5,103.0,52.0,13.0,4.0,170942000543
1154,Champaign,Sch,090100040,26.0,2008,Carrie Busey Elem School,Mr. Jeffery Scott,304 Prairie Rose Ln,Savoy,61874 9364,217351-3811,K-5,104.0,52.0,13.0,4.0,170942000544
1155,Champaign,Sch,090100040,26.0,2010,Dr Howard Elem School,Ms. Wendy Starwalt,1117 W Park Ave,Champaign,61821 3244,217351-3866,K-5,103.0,52.0,13.0,4.0,170942000547
1156,Champaign,Sch,090100040,26.0,2011,Garden Hills Elem School,Ms. Delores Lloyd,2001 Garden Hills Dr,Champaign,61821 1522,217351-3872,K-5,103.0,52.0,13.0,4.0,170942000548
1157,Champaign,Sch,090100040,26.0,2013,Kenwood Elem School,Mr. Trevor Nadrozny,1001 Stratford Dr,Champaign,61821 4637,217351-3815,K-5,103.0,52.0,13.0,4.0,170942000551
1158,Champaign,Sch,090100040,26.0,2017,Robeson Elem School,Mr. Nicholas Gaines,2501 Southmoor Dr,Champaign,61821 5725,217351-3884,K-5,104.0,52.0,13.0,4.0,170942000553
1159,Champaign,Sch,090100040,26.0,2020,Washington Elem School,Mr. Ryan Cowell,606 E Grove St,Champaign,61820 3241,217351-3901,K-5,103.0,52.0,13.0,4.0,170942000555
1160,Champaign,Sch,090100040,26.0,2021,Westview Elem School,Mr. Sean Morrison,703 S Russell St,Champaign,61821 4420,217351-3905,K-5,103.0,52.0,13.0,4.0,170942000556
1161,Champaign,Sch,090100040,26.0,2024,South Side Elementary School,Mr. Bill Taylor,712 S Pine St,Champaign,61820 5821,217351-3890,K-5,103.0,52.0,13.0,4.0,170942005409
1162,Champaign,Sch,090100040,26.0,2026,Stratton Elementary School,Ms. Stephanie Eckels,902 N Randolph St,Champaign,61820 2939,217373-7330,K-5,103.0,52.0,13.0,4.0,170942002356
1163,Champaign,Sch,090100040,26.0,2027,Vernon L Barkstall Elementary Sch,Mr. Peter Foertsch,2201 Hallbeck Dr,Champaign,61822 9653,217373-5580,K-5,104.0,52.0,13.0,4.0,170942002361
1164,Champaign,Sch,090100040,26.0,2028,International Prep Academy,Mr. Jonathan Kosvoski,1605 W Kirby Ave,Champaign,61821 5510,217351-3995,K-5,103.0,52.0,13.0,4.0,170942006339
1165,Champaign,Sch,090100040,26.0,3016,Champaign Early Chldhd Cntr,Ms. Amy Hayden,809 N Neil St,Champaign,61820 3058,217351-3881,P,103.0,52.0,13.0,4.0,170942000558
1166,Champaign,Sch,090100040,26.0,3018,Novak Academy,Mr. Danielle Cook,815 N Randolph St,Champaign,61820 2936,217352-4328,9-12,103.0,52.0,13.0,4.0,170942005982
1167,Champaign,Sch,090100040,26.0,3019,ACTIONS Program,Jill Johnson,1103 N Neil St,Champaign,61820 3030,217351-3701,K-12,103.0,52.0,13.0,4.0,170942006352
1168,Champaign,Dist,090100070,26.0,0000,Tolono CUSD 7,Mr. Andy Larson,PO Box 720,Tolono,61880 0720,217485-6510,P-12,102.0,51.0,13.0,2.0,1739120
1169,Champaign,Sch,090100070,26.0,0007,Unity High School,Mr. Phil Morrison,1127 County Road 800 N,Tolono,61880 9300,217485-6230,9-12,102.0,51.0,13.0,4.0,173912003973
1170,Champaign,Sch,090100070,26.0,1005,Unity Jr High School,Laura Fitzgerald,1121 County Road 800 N,Tolono,61880 9300,217485-6735,6-8,102.0,51.0,13.0,4.0,173912003971
1171,Champaign,Sch,090100070,26.0,2006,Unity West,Mrs. Lanee Reichert,1035 County Road 600 N,Tolono,61880 9738,217485-3918,K-5,102.0,51.0,15.0,4.0,173912004645
1172,Champaign,Sch,090100070,26.0,2007,Unity East,Mr. Jim Carver,1638 County Road 1000 N,Philo,61864 9710,217684-5218,P-5,102.0,51.0,13.0,4.0,173912004648
1173,Champaign,Dist,090100080,26.0,0000,Heritage CUSD 8,Mr. Thomas M Davis,512 W 1st St,Homer,61849 1215,217896-2041,K-12,102.0,51.0,15.0,2.0,1700106
1174,Champaign,Sch,090100080,26.0,0001,Heritage High School,Mr. Thomas Davis,PO Box 260,Broadlands,61816 0260,217896-2041,9-12,102.0,51.0,15.0,4.0,170010605361
1175,Champaign,Sch,090100080,26.0,2001,Heritage Jr High and Elementary School,Mrs. Kristi Sanders,512 W 1st St,Homer,61849 1215,217896-2421,K-8,102.0,51.0,15.0,4.0,170010605363
1176,Champaign,Dist,090101160,22.0,0000,Urbana SD 116,Dr. Donald D Owen,PO Box 3039,Urbana,61803 3039,217384-3636,P-12,103.0,52.0,13.0,2.0,1739960
1177,Champaign,Sch,090101160,22.0,0001,Urbana High School,Mr. Matthew Stark,1002 S Race St,Urbana,61801 4957,217384-3505,9-12,103.0,52.0,13.0,4.0,173996004015
1178,Champaign,Sch,090101160,22.0,1002,Urbana Middle School,Scott Woods,1201 S Vine St,Urbana,61801 5016,217384-3685,6-8,103.0,52.0,13.0,4.0,173996004017
1179,Champaign,Sch,090101160,22.0,2004,M L King Jr Elem School,Mrs. Dionne Webster,1108 Fairview Ave,Urbana,61801 1508,217384-3675,K-5,103.0,52.0,13.0,4.0,173996004012
1180,Champaign,Sch,090101160,22.0,2005,Leal Elem School,Spencer Landsman,312 W Oregon St,Urbana,61801 4126,217384-3618,K-5,103.0,52.0,13.0,4.0,173996004011
1181,Champaign,Sch,090101160,22.0,2007,Dr Preston L Williams Jr Elementary School,Yavonnda Smith,2102 E Washington St,Urbana,61802 4520,217384-3628,K-5,103.0,52.0,13.0,4.0,173996004013
1182,Champaign,Sch,090101160,22.0,2008,Thomas Paine Elem School,Sandra Cooper,1801 James Cherry Dr,Urbana,61802 5584,217384-3602,K-5,103.0,52.0,13.0,4.0,173996004014
1183,Champaign,Sch,090101160,22.0,2012,Yankee Ridge Elem School,Brian Anderson,2102 S Anderson St,Urbana,61801 6710,217384-3608,K-5,103.0,52.0,13.0,4.0,173996004021
1184,Champaign,Sch,090101160,22.0,2013,Wiley Elementary School,Candace Gwin,1602 S Anderson St,Urbana,61801 5113,217384-3670,K-5,103.0,52.0,13.0,4.0,173996005456
1185,Champaign,Sch,090101160,22.0,3002,Urbana Early Childhood Ctr,Mrs. Crystal Vowels,2202 E Washington St,Urbana,61802 4814,217384-3616,P,103.0,52.0,13.0,4.0,173996005524
1186,Champaign,Dist,090101300,4.0,0000,Thomasboro CCSD 130,Bonnie McArthur,201 N Phillips St,Thomasboro,61878 9784,217643-3275,P-8,104.0,52.0,15.0,2.0,1738790
1187,Champaign,Sch,090101300,4.0,2001,Thomasboro Grade School,Mrs. Elizabeth Acton,201 N Phillips St,Thomasboro,61878 9784,217643-3275,P-8,104.0,52.0,15.0,4.0,173879003945
1188,Champaign,Dist,090101370,2.0,0000,Rantoul City SD 137,Mrs. Michelle Ramage,400 E Wabash Ave,Rantoul,61866 3013,217893-4171,P-8,104.0,52.0,15.0,2.0,1733210
1189,Champaign,Sch,090101370,2.0,1003,J W Eater Jr High School,Mr. Ryan Green,400 E Wabash Ave,Rantoul,61866 3013,217892-2115,6-8,104.0,52.0,15.0,4.0,173321003441
1190,Champaign,Sch,090101370,2.0,2001,Broadmeadow Elem School,Mrs. Michelle Wagner,500 Sunview Rd,Rantoul,61866 2121,217892-2194,P-5,104.0,52.0,15.0,4.0,173321003439
1191,Champaign,Sch,090101370,2.0,2002,Eastlawn Elem School,Dr. Rudy Puente,650 N Maplewood Dr,Rantoul,61866 1714,217892-2131,P-5,104.0,52.0,15.0,4.0,173321003440
1192,Champaign,Sch,090101370,2.0,2006,Northview Elem School,Ms. Courtney McClure,400 N Sheldon St,Rantoul,61866 1830,217892-2119,P-5,104.0,52.0,15.0,4.0,173321003443
1193,Champaign,Sch,090101370,2.0,2007,Pleasant Acres Elem School,Ms. Becky Krall,1649 Harper Dr,Rantoul,61866 3317,217893-4141,P-5,104.0,52.0,15.0,4.0,173321003444
1194,Champaign,Dist,090101420,4.0,0000,Ludlow CCSD 142,Ms. Drusilla Lobmaster,PO Box 130,Ludlow,60949 0130,217396-5261,K-8,101.0,51.0,15.0,2.0,1723700
1195,Champaign,Sch,090101420,4.0,2001,Ludlow Elementary School,Ms. Tanya Vipond,PO Box 130,Ludlow,60949 0130,217396-5261,K-8,101.0,51.0,15.0,4.0,172370002590
1196,Champaign,Dist,090101690,4.0,0000,St Joseph CCSD 169,Todd Pence,PO Box 409,Saint Joseph,61873 0409,217469-2291,P-8,102.0,51.0,15.0,2.0,1737380
1197,Champaign,Sch,090101690,4.0,1001,St Joseph Middle School,Chris Graham,PO Box 409,Saint Joseph,61873 0409,217469-2334,5-8,102.0,51.0,15.0,4.0,173738005765
1198,Champaign,Sch,090101690,4.0,2001,St Joseph Elem School,Mike Sennert,PO Box 409,Saint Joseph,61873 0409,217469-2291,P-4,102.0,51.0,15.0,4.0,173738003873
1199,Champaign,Dist,090101880,4.0,0000,Gifford CCSD 188,Mr. Rod Grimsley,PO Box 70,Gifford,61847 0070,217568-7733,K-8,104.0,52.0,15.0,2.0,1716650
1200,Champaign,Sch,090101880,4.0,2001,Gifford Grade School,Mr. Rodney Grimsley,PO Box 70,Gifford,61847 0070,217568-7733,K-8,104.0,52.0,15.0,4.0,171665001969
1201,Champaign,Dist,090101930,17.0,0000,Rantoul Township HSD 193,Mr. Scott Amerio,200 S Sheldon St,Rantoul,61866 2431,217892-6001,9-12,104.0,52.0,15.0,2.0,1733240
1202,Champaign,Sch,090101930,17.0,0001,Rantoul Twp High School,Mr. Todd Wilson,200 S Sheldon St,Rantoul,61866 2431,217892-6160,9-12,104.0,52.0,15.0,4.0,173324003445
1203,Champaign,Dist,090101970,4.0,0000,Prairieview-Ogden CCSD 197,Mr. Victor R White,PO Box 27,Royal,61871 0027,217583-3300,K-8,104.0,52.0,15.0,2.0,1700330
1204,Champaign,Sch,090101970,4.0,1001,Prairieview-Ogden Jr High Sch,Mr. Steve Fiscus,2499 County Road 2100 E,Thomasboro,61878 9650,217694-4122,7-8,104.0,52.0,15.0,4.0,170033005766
1205,Champaign,Sch,090101970,4.0,2001,Prairieview-Ogden North Elem,Mr. Victor R White,PO Box 27,Royal,61871 0027,217583-3300,K-4,104.0,52.0,15.0,4.0,170033005767
1206,Champaign,Sch,090101970,4.0,2002,Prairieview-Ogden South Elem,Mr. Jeffrey Isenhower,304 N Market St,Ogden,61859 9788,217582-2725,K-6,102.0,51.0,15.0,4.0,170033005768
1207,Champaign,Dist,090103050,16.0,0000,St Joseph Ogden CHSD 305,Mr. Brian E Brooks,PO Box 890,Saint Joseph,61873 0890,217469-2586,9-12,102.0,51.0,15.0,2.0,1737410
1208,Champaign,Sch,090103050,16.0,0001,St Joseph-Ogden High School,Mr. Gary Page,PO Box 890,Saint Joseph,61873 0890,217469-2332,9-12,102.0,51.0,15.0,4.0,173741003874
1209,Ford,Dist,090270050,26.0,0000,Gibson City-Melvin-Sibley CUSD 5,Mr. Jeremy Darnell,307 N Sangamon Ave,Gibson City,60936 1255,217784-8296,P-12,106.0,53.0,16.0,2.0,1700041
1210,Ford,Sch,090270050,26.0,0001,GCMS High School,Mr. Christopher L Garard,815 N Church St,Gibson City,60936 1074,217784-4292,9-12,106.0,53.0,16.0,4.0,170004100254
1211,Ford,Sch,090270050,26.0,1003,GCMS Middle School,Mr. Kyle Bielfeldt,316 E 19th St,Gibson City,60936 2008,217784-8731,6-8,106.0,53.0,16.0,4.0,170004100268
1212,Ford,Sch,090270050,26.0,2004,GCMS Elementary School,Mr. Justin Kean,902 N Church St,Gibson City,60936 1075,217784-4278,P-5,106.0,53.0,16.0,4.0,170004100272
1213,Ford,Dist,090270100,26.0,0000,Paxton-Buckley-Loda CUD 10,Mr. Clifford McClure,PO Box 50,Paxton,60957 0050,217379-3314,P-12,106.0,53.0,15.0,2.0,1707650
1214,Ford,Sch,090270100,26.0,0001,Paxton-Buckley-Loda High School,Mr. Travis Duley,PO Box 50,Paxton,60957 0050,217379-4331,9-12,106.0,53.0,15.0,4.0,170765005478
1215,Ford,Sch,090270100,26.0,1002,Paxton-Buckley-Loda Jr High Sch,Mr. Josh Didier,PO Box 50,Paxton,60957 0050,217379-9202,6-8,106.0,53.0,15.0,4.0,170765005479
1216,Ford,Sch,090270100,26.0,2004,Clara Peterson Elem School,Ms. Amanda Wetherell,PO Box 50,Paxton,60957 0050,217379-2531,P-2,106.0,53.0,15.0,4.0,170765005480
1217,Ford,Sch,090270100,26.0,2005,PBL Eastlawn,Mr. Barry Wright,PO Box 50,Paxton,60957 0050,217379-2000,3-5,106.0,53.0,15.0,4.0,170765005014
1218,Clark,Dist,11012002C,26.0,0000,Marshall CUSD 2C,Mr. Kevin Ross,503 Pine St,Marshall,62441 1467,217826-5912,P-12,110.0,55.0,15.0,2.0,1724870
1219,Clark,Sch,11012002C,26.0,0001,Marshall High School,Mr. John Ritchey,806 N 6th St,Marshall,62441 1226,217826-2395,9-12,110.0,55.0,15.0,4.0,172487002695
1220,Clark,Sch,11012002C,26.0,1002,Marshall Jr High School,Mr. Tony Graham,806 N 6th St,Marshall,62441 1226,217826-2812,7-8,110.0,55.0,15.0,4.0,172487002696
1221,Clark,Sch,11012002C,26.0,2003,North Elem School,Mrs. Clare Beaven,1001 N 6th St,Marshall,62441 1955,217826-2355,3-6,110.0,55.0,15.0,4.0,172487002697
1222,Clark,Sch,11012002C,26.0,2005,South Elem School,Ms. Connie Morgan,805 S 6th St,Marshall,62441 1635,217826-5041,P-2,110.0,55.0,15.0,4.0,172487002698
1223,Clark,Dist,11012003C,26.0,0000,Martinsville CUSD 3C,Mrs. Jill Rogers,PO Box K,Martinsville,62442 0166,217382-4321,P-12,110.0,55.0,15.0,2.0,1724900
1224,Clark,Sch,11012003C,26.0,0001,Martinsville Jr-Sr High School,Mr. Jeff Thompson,PO Box K,Martinsville,62442 0166,217382-4132,7-12,110.0,55.0,15.0,4.0,172490002700
1225,Clark,Sch,11012003C,26.0,2005,Martinsville Elem School,Mrs. Victoria Norton,PO Box 396,Martinsville,62442 0396,217382-4116,P-6,110.0,55.0,15.0,4.0,172490004727
1226,Clark,Dist,11012004C,26.0,0000,Casey-Westfield CUSD 4C,Mrs. Dee Scott,502 E Delaware Ave,Casey,62420 1915,217932-2184,P-12,110.0,55.0,15.0,2.0,1700002
1227,Clark,Sch,11012004C,26.0,0001,Casey-Westfield Jr/Sr HS,Mr. James Sullivan,306 E Edgar Ave,Casey,62420 1445,217932-2175,7-12,110.0,55.0,15.0,4.0,170000205087
1228,Clark,Sch,11012004C,26.0,2003,Monroe Elem School,Mrs. Melissa Meiners,301 E Monroe Ave,Casey,62420 1768,217932-2178,P-6,110.0,55.0,15.0,4.0,170000205089
1229,Coles,Dist,110150010,26.0,0000,Charleston CUSD 1,Mr. Jim Littleford,410 W Polk Ave,Charleston,61920 2557,217639-1000,P-12,110.0,55.0,15.0,2.0,1709600
1230,Coles,Sch,110150010,26.0,0001,Charleston High School,Mr. Trevor Doughty,1615 Lincoln Ave,Charleston,61920 3010,217639-5000,9-12,110.0,55.0,15.0,4.0,170960000567
1231,Coles,Sch,110150010,26.0,1002,Charleston Middle School,Mr. Chad Burgett,920 Smith Dr,Charleston,61920 2913,217639-6000,7-8,110.0,55.0,15.0,4.0,170960000568
1232,Coles,Sch,110150010,26.0,2003,Carl Sandburg Elem School,Mrs. Kristen Holly,1924 Reynolds Dr,Charleston,61920 3157,217639-4000,1-3,110.0,55.0,15.0,4.0,170960000566
1233,Coles,Sch,110150010,26.0,2004,Jefferson Elem School,Mr. Rob Ulm,801 Jefferson Ave,Charleston,61920 1527,217639-7000,"P,4-6",110.0,55.0,15.0,4.0,170960000569
1234,Coles,Sch,110150010,26.0,2006,Mark Twain Elem School,Mr. Brandon Miller,1021 13th St,Charleston,61920 2906,217639-8000,"P,K",110.0,55.0,15.0,4.0,170960000572
1235,Coles,Sch,110150010,26.0,2007,Ashmore Elem School,Mr. Brad Oakley,PO Box 219,Ashmore,61912 0219,217349-3000,K-4,110.0,55.0,15.0,4.0,170960000565
1236,Coles,Dist,110150020,26.0,0000,Mattoon CUSD 2,Mr. Larry Lilly,1701 Charleston Ave,Mattoon,61938 3936,217238-8850,P-12,110.0,55.0,15.0,2.0,1725050
1237,Coles,Sch,110150020,26.0,0001,Mattoon High School,Mr. Rich Stuart,2521 Walnut Ave,Mattoon,61938 5060,217238-7800,9-12,110.0,55.0,15.0,4.0,172505002734
1238,Coles,Sch,110150020,26.0,1003,Mattoon Middle School,Mr. Jeremie Smith,1200 S 9th St,Mattoon,61938 6002,217238-5800,6-8,110.0,55.0,15.0,4.0,172505002735
1239,Coles,Sch,110150020,26.0,2015,Arland D Williams Jr Elem Sch,Mr. Kris Maleske,1709 S 9th St,Mattoon,61938 6000,217238-2800,K-5,110.0,55.0,15.0,4.0,172505005654
1240,Coles,Sch,110150020,26.0,2016,Riddle Elementary School,Mrs. Christy Hild,4201 Western Ave,Mattoon,61938 2049,217238-3800,K-5,110.0,55.0,15.0,4.0,172505005655
1241,Coles,Sch,110150020,26.0,3010,Neil Armstrong Program/Hawthorne,Mrs. Lisa Jaco,2405 Champaign Ave,Mattoon,61938 2646,217238-8800,"P,7,9,12",110.0,55.0,15.0,4.0,172505005015
1242,Coles,Dist,110150050,26.0,0000,Oakland CUSD 5,Mr. Lance Landeck,310 Teeter St,Oakland,61943 5304,217346-2555,P-12,110.0,55.0,15.0,2.0,1729340
1243,Coles,Sch,110150050,26.0,0002,Oakland High School,Mr. Adam Clapp,310 Teeter St,Oakland,61943 5304,217346-2118,9-12,110.0,55.0,15.0,4.0,172934003073
1244,Coles,Sch,110150050,26.0,2001,Lake Crest Elem School,Mr. Adam Clapp,310 Teeter St,Oakland,61943 5304,217346-2166,P-8,110.0,55.0,15.0,4.0,172934003072
1245,Cumberland,Dist,110180030,26.0,0000,Neoga CUSD 3,Dr. Elizabeth Pressler,PO Box 280,Neoga,62447 0280,217895-2201,P-12,110.0,55.0,15.0,2.0,1727840
1246,Cumberland,Sch,110180030,26.0,0001,Neoga Jr/Sr High School,Mrs. Carol Lee Smith,PO Box 280,Neoga,62447 0280,217895-2205,6-12,110.0,55.0,15.0,4.0,172784002952
1247,Cumberland,Sch,110180030,26.0,2002,Neoga Elementary School,Mrs. Carol Smith,PO Box 310,Neoga,62447 0310,217895-2208,K-5,110.0,55.0,15.0,4.0,172784002953
1248,Cumberland,Sch,110180030,26.0,3001,Neoga Early Childhood Center,Carol Smith,PO Box 310,Neoga,62447 0310,217895-2208,P,110.0,55.0,15.0,4.0,
1249,Cumberland,Dist,110180770,26.0,0000,Cumberland CUSD 77,Mr. Steven T Butler,1496 Illinois Route 121,Toledo,62468 4214,217923-3132,P-12,110.0,55.0,15.0,2.0,1739090
1250,Cumberland,Sch,110180770,26.0,0001,Cumberland High School,Mr. Kevin Maynard,1496 Illinois Route 121,Toledo,62468 4214,217923-3133,9-12,110.0,55.0,15.0,4.0,173909003966
1251,Cumberland,Sch,110180770,26.0,1001,Cumberland Middle School,Mrs. Stacy Keyser,1496 Illinois Route 121,Toledo,62468 4214,217923-3135,5-8,110.0,55.0,15.0,4.0,173909003965
1252,Cumberland,Sch,110180770,26.0,2003,Cumberland Elem School,Mr. Daniel Huffman,1496 Illinois Route 121,Toledo,62468 4214,217923-3135,P-4,110.0,55.0,15.0,4.0,173909004855
1253,Douglas,Dist,110213010,26.0,0000,Tuscola CUSD 301,Mr. Michael Smith,409 S Prairie St,Tuscola,61953 1770,217253-4241,P-12,102.0,51.0,15.0,2.0,1739600
1254,Douglas,Sch,110213010,26.0,0001,Tuscola High School,Mr. Brad Allen,500 S Prairie St,Tuscola,61953 1771,217253-2377,9-12,102.0,51.0,15.0,4.0,173960004001
1255,Douglas,Sch,110213010,26.0,1004,East Prairie Middle School,Mrs. Carol Munson,409 S Prairie St,Tuscola,61953 1770,217253-2828,5-8,102.0,51.0,15.0,4.0,173960003999
1256,Douglas,Sch,110213010,26.0,2002,North Ward Elementary School,Mr. Jason Wallace,1201 N Prairie St,Tuscola,61953 9255,217253-2712,P-4,102.0,51.0,15.0,4.0,173960004000
1257,Douglas,Dist,110213020,26.0,0000,Villa Grove CUSD 302,Mr. Norman Tracy,400 N Sycamore St,Villa Grove,61956 9771,217832-2261,P-12,102.0,51.0,15.0,2.0,1740320
1258,Douglas,Sch,110213020,26.0,0001,Villa Grove High School,Mr. Stephen P Killion,400 N Sycamore St,Villa Grove,61956 9771,217832-2321,9-12,102.0,51.0,15.0,4.0,174032004051
